idAlumno,Cd_Procedencia,Edo_Procedencia,Pais_Procedencia
A61266,Tampico,Tamaulipas,México
A21841,Tampico,Tamaulipas,México
A26127,Tampico,Tamaulipas,México
A39292,Tampico,Tamaulipas,México
A92886,Tampico,Tamaulipas,México
A83704,Tampico,Tamaulipas,México
A72665,Ciudad Madero,Tamaulipas,México
A74745,Tampico,Tamaulipas,México
A40673,Altamira,Tamaulipas,México
A92465,Tampico,Tamaulipas,México
A77508,Tampico,Tamaulipas,México
A42244,Tampico,Tamaulipas,México
A55035,Ciudad Madero,Tamaulipas,México
A68263,Tampico,Tamaulipas,México
A78528,Tampico,Tamaulipas,México
A18121,Altamira,Tamaulipas,México
A48964,Tampico,Tamaulipas,México
A61459,Tampico,Tamaulipas,México
A62897,Tampico,Tamaulipas,México
A34562,Poza Rica,Veracruz,México
A39943,Tampico,Tamaulipas,México
A41577,Tampico,Tamaulipas,México
A32339,Tampico,Tamaulipas,México
A55587,Tampico,Tamaulipas,México
A83378,Ciudad Madero,Tamaulipas,México
A80836,Tampico,Tamaulipas,México
A69314,Tampico,Tamaulipas,México
A67542,Tampico,Tamaulipas,México
A84403,Tampico,Tamaulipas,México
A74803,Tampico,Tamaulipas,México
A46819,Tampico,Tamaulipas,México
A31079,Tampico,Tamaulipas,México
A41057,Ebano,San Luis Potosí,México
A35538,Altamira,Tamaulipas,México
A69948,Tampico,Tamaulipas,México
A43161,Naranjos,Veracruz,México
A23758,Tampico,Tamaulipas,México
A53988,Alamo,Veracruz,México
A56667,Tampico,Tamaulipas,México
A48333,Ciudad Madero,Tamaulipas,México
A27566,Ciudad Madero,Tamaulipas,México
A64080,Tampico,Tamaulipas,México
A38349,Ciudad Madero,Tamaulipas,México
A69067,Tampico,Tamaulipas,México
A67282,Tampico,Tamaulipas,México
A88794,Ciudad Madero,Tamaulipas,México
A28450,Tampico,Tamaulipas,México
A38280,Tampico,Tamaulipas,México
A88000,Tampico,Tamaulipas,México
A68735,Tampico,Tamaulipas,México
A44257,Tampico,Tamaulipas,México
A32944,Tampico,Tamaulipas,México
A67612,Tampico,Tamaulipas,México
A41464,Tampico,Tamaulipas,México
A71564,Tampico,Tamaulipas,México
A75218,Tampico,Tamaulipas,México
A77179,Tampico,Tamaulipas,México
A87290,Ciudad Mante,Tamaulipas,México
A92840,Tampico,Tamaulipas,México
A81306,Ciudad Madero,Tamaulipas,México
A81605,Ciudad Madero,Tamaulipas,México
A81808,Monterrey,Nuevo León,México
A65868,Tampico,Tamaulipas,México
A90749,Ciudad Madero,Tamaulipas,México
A77340,Ciudad Madero,Tamaulipas,México
A19610,Ciudad Madero,Tamaulipas,México
A73474,Ciudad Mante,Tamaulipas,México
A46731,Tuxpan de Rodríguez Cano,Veracruz,México
A48278,Tampico,Tamaulipas,México
A48747,Ciudad Madero,Tamaulipas,México
A59187,Villahermosa,Tabasco,México
A24798,Monterrey,Nuevo León,México
A39226,Monterrey,Nuevo León,México
A34444,Tampico,Tamaulipas,México
A66265,Tihuatlán,Veracruz,México
A39021,Tampico,Tamaulipas,México
A31478,Ciudad Madero,Tamaulipas,México
A51170,Tampico,Tamaulipas,México
A55641,Ciudad Mante,Tamaulipas,México
A55921,Ciudad Mante,Tamaulipas,México
A48651,Ciudad Mante,Tamaulipas,México
A55320,Ciudad Mante,Tamaulipas,México
A91378,Ciudad Mante,Tamaulipas,México
A38316,Ciudad Madero,Tamaulipas,México
A91225,Poza Rica,Veracruz,México
A28227,Tampico,Tamaulipas,México
A32435,Poza Rica,Veracruz,México
A54176,Ciudad Mante,Tamaulipas,México
A57271,Ciudad Mante,Tamaulipas,México
A56883,Tampico,Tamaulipas,México
A87739,Tampico,Tamaulipas,México
A86865,Tampico,Tamaulipas,México
A70571,Ciudad Madero,Tamaulipas,México
A90671,Ciudad Mante,Tamaulipas,México
A40471,Minatitlán,Veracruz,México
A40770,Poza Rica,Veracruz,México
A44161,Ciudad Mante,Tamaulipas,México
A43089,Ciudad Madero,Tamaulipas,México
A24029,Ciudad Mante,Tamaulipas,México
A58835,Ciudad Victoria,Tamaulipas,México
A17120,Ciudad Madero,Tamaulipas,México
A44038,Altamira,Tamaulipas,México
A91765,Tampico,Tamaulipas,México
A73023,Tampico,Tamaulipas,México
A18448,San Pedro Garza García,Nuevo León,México
A57996,Tampico,Tamaulipas,México
A80365,Ciudad Madero,Tamaulipas,México
A68199,Ciudad Madero,Tamaulipas,México
A70560,San Pedro Garza García,Nuevo León,México
A90660,Ciudad Madero,Tamaulipas,México
A40460,Ciudad Madero,Tamaulipas,México
A95004,Huejutla de Reyes,Hidalgo,México
A36417,Villahermosa,Tabasco,México
A19677,San Pedro Garza García,Nuevo León,México
A81873,Tampico,Tamaulipas,México
A26430,Ciudad Valles,San Luis Potosí,México
A29778,Tampico,Tamaulipas,México
A16206,Tampico,Tamaulipas,México
A56324,Ciudad Madero,Tamaulipas,México
A57577,Tampico,Tamaulipas,México
A82032,Tampico,Tamaulipas,México
A29658,Tampico,Tamaulipas,México
A86861,Altamira,Tamaulipas,México
A26005,Tampico,Tamaulipas,México
A67056,Tampico,Tamaulipas,México
A88665,Tampico,Tamaulipas,México
A90675,Ciudad Madero,Tamaulipas,México
A40475,Ciudad Madero,Tamaulipas,México
A77073,Tampico,Tamaulipas,México
A14710,Tampico,Tamaulipas,México
A57246,Tampico,Tamaulipas,México
A61445,Ciudad Madero,Tamaulipas,México
A84268,Ciudad Madero,Tamaulipas,México
A72773,Ciudad Madero,Tamaulipas,México
A85484,Ciudad Madero,Tamaulipas,México
A22286,Ciudad Madero,Tamaulipas,México
A19034,Ciudad Madero,Tamaulipas,México
A59359,San Pedro Garza García,Nuevo León,México
A29311,Ciudad Madero,Tamaulipas,México
A34834,Monterrey,Nuevo León,México
A24928,Monterrey,Nuevo León,México
A34538,Tampico,Tamaulipas,México
A93826,Tampico,Tamaulipas,México
A72660,Ciudad Madero,Tamaulipas,México
A92460,Tampico,Tamaulipas,México
A36753,Monterrey,Nuevo León,México
A19426,Tampico,Tamaulipas,México
A50660,Ciudad Madero,Tamaulipas,México
A76454,Villa Aldama,Tamaulipas,México
A16879,Tampico,Tamaulipas,México
A38714,Pánuco,Veracruz,México
A40659,Ciudad Madero,Tamaulipas,México
A75153,Ciudad Mante,Tamaulipas,México
A52633,Ciudad Mante,Tamaulipas,México
A48465,Ciudad Mante,Tamaulipas,México
A65236,Ciudad Madero,Tamaulipas,México
A92138,Tampico,Tamaulipas,México
A31798,Villa Aldama,Tamaulipas,México
A22087,Poza Rica,Veracruz,México
A22289,Tantoyuca,Veracruz,México
A55369,Ciudad Madero,Tamaulipas,México
A61743,Ciudad Madero,Tamaulipas,México
A80419,Ciudad Mante,Tamaulipas,México
A83198,Poza Rica,Veracruz,México
A69839,Tampico,Tamaulipas,México
A35088,Tampico,Tamaulipas,México
A89849,Tampico,Tamaulipas,México
A21240,Ciudad Valles,San Luis Potosí,México
A91191,Tampico,Tamaulipas,México
A45977,Tampico,Tamaulipas,México
A53166,Ciudad Madero,Tamaulipas,México
A58970,Monterrey,Nuevo León,México
A38176,Ciudad Madero,Tamaulipas,México
A34831,Monterrey,Nuevo León,México
A35470,Tampico,Tamaulipas,México
A84234,Tampico,Tamaulipas,México
A23940,Villa Xicohtencatl,Tamaulipas,México
A52192,Ciudad Mante,Tamaulipas,México
A80362,Ciudad Mante,Tamaulipas,México
A90264,Ciudad Madero,Tamaulipas,México
A83418,Tampico,Tamaulipas,México
A29603,Poza Rica,Veracruz,México
A69501,Ciudad Madero,Tamaulipas,México
A33759,Tampico,Tamaulipas,México
A55100,Ciudad Mante,Tamaulipas,México
A55203,Iztapalapa,Distrito Federal,México
A41403,Ciudad Mante,Tamaulipas,México
A13263,Tantoyuca,Veracruz,México
A91603,Ciudad Madero,Tamaulipas,México
A31752,Tampico,Tamaulipas,México
A51951,Tantoyuca,Veracruz,México
A47201,Tampico,Tamaulipas,México
A83148,Ciudad Madero,Tamaulipas,México
A71328,Guadalupe,Nuevo León,México
A29589,Tampico,Tamaulipas,México
A75210,Tlalnepantla de Baz,Estado de México,México
A75948,Ciudad Madero,Tamaulipas,México
A85495,Tampico,Tamaulipas,México
A79001,Tampico,Tamaulipas,México
A22129,Iguala,Guerrero,México
A56832,Ciudad Madero,Tamaulipas,México
A25650,Tampico,Tamaulipas,México
A34159,Tampico,Tamaulipas,México
A26810,Tampico,Tamaulipas,México
A76487,Ciudad Madero,Tamaulipas,México
A86102,Monterrey,Nuevo León,México
A64172,Ciudad Madero,Tamaulipas,México
A26524,Tampico,Tamaulipas,México
A26320,Tampico,Tamaulipas,México
A70894,Ciudad Madero,Tamaulipas,México
A87651,Tampico,Tamaulipas,México
A23477,Tampico,Tamaulipas,México
A48175,Ciudad Madero,Tamaulipas,México
A86049,Tampico,Tamaulipas,México
A51962,Tampico,Tamaulipas,México
A34739,Poza Rica,Veracruz,México
A70285,Tampico,Tamaulipas,México
A77760,Tampico,Tamaulipas,México
A77965,Tampico,Tamaulipas,México
A55002,Tampico,Tamaulipas,México
A64181,Ciudad Madero,Tamaulipas,México
A29609,Tampico,Tamaulipas,México
A31624,Santiago,Nuevo León,México
A89099,Tampico,Tamaulipas,México
A70753,Ciudad Madero,Tamaulipas,México
A84648,Tampico,Tamaulipas,México
A75246,Tampico,Tamaulipas,México
A37172,Tampico,Tamaulipas,México
A22303,Ciudad Mante,Tamaulipas,México
A44555,Tampico,Tamaulipas,México
A56981,Tampico,Tamaulipas,México
A62220,Ciudad Madero,Tamaulipas,México
A84557,Tampico,Tamaulipas,México
A72939,Ciudad Madero,Tamaulipas,México
A36689,Ciudad Madero,Tamaulipas,México
A36070,Tampico,Tamaulipas,México
A25342,Monterrey,Nuevo León,México
A60456,Tampico,Tamaulipas,México
A20053,Tampico,Tamaulipas,México
A65253,Ciudad Madero,Tamaulipas,México
A65325,Tampico,Tamaulipas,México
A28819,Ciudad Valles,San Luis Potosí,México
A21975,Villa Aldama,Tamaulipas,México
A36409,Tampico,Tamaulipas,México
A17873,Tampico,Tamaulipas,México
A50698,Ciudad Victoria,Tamaulipas,México
A80195,Tampico,Tamaulipas,México
A18260,Poza Rica,Veracruz,México
A67271,Ciudad Madero,Tamaulipas,México
A39250,Altamira,Tamaulipas,México
A85569,Tampico,Tamaulipas,México
A30788,Ciudad Madero,Tamaulipas,México
A17044,Tampico,Tamaulipas,México
A54412,Tampico,Tamaulipas,México
A67444,Ciudad Madero,Tamaulipas,México
A81013,Pánuco,Veracruz,México
A90385,Ciudad Victoria,Tamaulipas,México
A74600,Altamira,Tamaulipas,México
A94400,Tampico,Tamaulipas,México
A53051,Tampico,Tamaulipas,México
A16891,Monterrey,Nuevo León,México
A61139,Tantoyuca,Veracruz,México
A63462,Tampico,Tamaulipas,México
A55047,Altamira,Tamaulipas,México
A49005,Ciudad Mante,Tamaulipas,México
A64190,Ciudad Mante,Tamaulipas,México
A35018,Tampico,Tamaulipas,México
A67698,Ciudad Madero,Tamaulipas,México
A80546,Ciudad del Carmen,Campeche,México
A71856,Tampico,Tamaulipas,México
A91822,Tuxpan de Rodríguez Cano,Veracruz,México
A40048,Tampico,Tamaulipas,México
A43301,Tampico,Tamaulipas,México
A44051,Tampico,Tamaulipas,México
A90034,Tuxpan de Rodríguez Cano,Veracruz,México
A66415,Tampico,Tamaulipas,México
A94250,Altamira,Tamaulipas,México
A84756,Ciudad Madero,Tamaulipas,México
A84951,Tampico,Tamaulipas,México
A79170,Tuxpan de Rodríguez Cano,Veracruz,México
A16867,Tampico,Tamaulipas,México
A45333,Tampico,Tamaulipas,México
A17534,Ciudad Valles,San Luis Potosí,México
A30283,Poza Rica,Veracruz,México
A32467,Ciudad Madero,Tamaulipas,México
A44016,Ciudad Victoria,Tamaulipas,México
A84008,Tampico,Tamaulipas,México
A85271,Poza Rica,Veracruz,México
A43178,General Escobedo,Nuevo León,México
A23668,Tampico,Tamaulipas,México
A17080,Tampico,Tamaulipas,México
A82547,Tampico,Tamaulipas,México
A67786,Tampico,Tamaulipas,México
A65878,Ciudad Madero,Tamaulipas,México
A83976,Tampico,Tamaulipas,México
A91906,Ciudad Madero,Tamaulipas,México
A94529,Ciudad Madero,Tamaulipas,México
A51685,Ciudad Madero,Tamaulipas,México
A58947,Tampico,Tamaulipas,México
A64094,Tampico,Tamaulipas,México
A62893,Ciudad Madero,Tamaulipas,México
A91487,Monterrey,Nuevo León,México
A24599,Ciudad Mante,Tamaulipas,México
A85496,Texas City,Texas,Estados Unidos de América
A15557,Tampico,Tamaulipas,México
A59079,Tampico,Tamaulipas,México
A88887,Tampico,Tamaulipas,México
A76885,Soto la Marina,Tamaulipas,México
A27872,Poza Rica,Veracruz,México
A48128,Tampico,Tamaulipas,México
A67635,Ciudad Madero,Tamaulipas,México
A67130,San Pedro Garza García,Nuevo León,México
A67379,Ciudad Madero,Tamaulipas,México
A75631,Ciudad Mante,Tamaulipas,México
A29444,Huejutla de Reyes,Hidalgo,México
A92963,Tampico,Tamaulipas,México
A14986,Ciudad Madero,Tamaulipas,México
A33057,Ciudad Madero,Tamaulipas,México
A31208,Tampico,Tamaulipas,México
A57424,Matamoros (Heróica Matamoros),Tamaulipas,México
A32749,Matamoros (Heróica Matamoros),Tamaulipas,México
A81504,Matamoros (Heróica Matamoros),Tamaulipas,México
A91904,Valle Hermoso,Tamaulipas,México
A39119,Matamoros (Heróica Matamoros),Tamaulipas,México
A66990,Matamoros (Heróica Matamoros),Tamaulipas,México
A83979,Matamoros (Heróica Matamoros),Tamaulipas,México
A23225,Matamoros (Heróica Matamoros),Tamaulipas,México
A45448,Matamoros (Heróica Matamoros),Tamaulipas,México
A81585,Matamoros (Heróica Matamoros),Tamaulipas,México
A81859,Matamoros (Heróica Matamoros),Tamaulipas,México
A64493,Matamoros (Heróica Matamoros),Tamaulipas,México
A83646,Matamoros (Heróica Matamoros),Tamaulipas,México
A75044,Matamoros (Heróica Matamoros),Tamaulipas,México
A85617,Matamoros (Heróica Matamoros),Tamaulipas,México
A78942,Matamoros (Heróica Matamoros),Tamaulipas,México
A34155,Matamoros (Heróica Matamoros),Tamaulipas,México
A86483,Matamoros (Heróica Matamoros),Tamaulipas,México
A83805,Matamoros (Heróica Matamoros),Tamaulipas,México
A26510,Valle Hermoso,Tamaulipas,México
A21273,Matamoros (Heróica Matamoros),Tamaulipas,México
A18411,Matamoros (Heróica Matamoros),Tamaulipas,México
A28152,Matamoros (Heróica Matamoros),Tamaulipas,México
A25741,Matamoros (Heróica Matamoros),Tamaulipas,México
A49579,Matamoros (Heróica Matamoros),Tamaulipas,México
A15198,Matamoros (Heróica Matamoros),Tamaulipas,México
A15228,Matamoros (Heróica Matamoros),Tamaulipas,México
A65252,Matamoros (Heróica Matamoros),Tamaulipas,México
A67602,Matamoros (Heróica Matamoros),Tamaulipas,México
A70438,Matamoros (Heróica Matamoros),Tamaulipas,México
A16425,Matamoros (Heróica Matamoros),Tamaulipas,México
A16761,Matamoros (Heróica Matamoros),Tamaulipas,México
A17872,Matamoros (Heróica Matamoros),Tamaulipas,México
A52505,Matamoros (Heróica Matamoros),Tamaulipas,México
A87715,Matamoros (Heróica Matamoros),Tamaulipas,México
A67572,Matamoros (Heróica Matamoros),Tamaulipas,México
A87315,Matamoros (Heróica Matamoros),Tamaulipas,México
A92701,Matamoros (Heróica Matamoros),Tamaulipas,México
A60415,Matamoros (Heróica Matamoros),Tamaulipas,México
A19040,Matamoros (Heróica Matamoros),Tamaulipas,México
A69746,Matamoros (Heróica Matamoros),Tamaulipas,México
A89233,Matamoros (Heróica Matamoros),Tamaulipas,México
A31009,Matamoros (Heróica Matamoros),Tamaulipas,México
A16694,Matamoros (Heróica Matamoros),Tamaulipas,México
A21465,Matamoros (Heróica Matamoros),Tamaulipas,México
A53577,Matamoros (Heróica Matamoros),Tamaulipas,México
A24582,Matamoros (Heróica Matamoros),Tamaulipas,México
A15174,Matamoros (Heróica Matamoros),Tamaulipas,México
A61933,Matamoros (Heróica Matamoros),Tamaulipas,México
A63125,Matamoros (Heróica Matamoros),Tamaulipas,México
A84720,Matamoros (Heróica Matamoros),Tamaulipas,México
A68173,Matamoros (Heróica Matamoros),Tamaulipas,México
A26841,Matamoros (Heróica Matamoros),Tamaulipas,México
A16752,Matamoros (Heróica Matamoros),Tamaulipas,México
A37489,Matamoros (Heróica Matamoros),Tamaulipas,México
A58247,Matamoros (Heróica Matamoros),Tamaulipas,México
A89161,Matamoros (Heróica Matamoros),Tamaulipas,México
A38940,Matamoros (Heróica Matamoros),Tamaulipas,México
A45212,Matamoros (Heróica Matamoros),Tamaulipas,México
A21428,Matamoros (Heróica Matamoros),Tamaulipas,México
A21675,Matamoros (Heróica Matamoros),Tamaulipas,México
A50537,Matamoros (Heróica Matamoros),Tamaulipas,México
A33609,Matamoros (Heróica Matamoros),Tamaulipas,México
A66717,Matamoros (Heróica Matamoros),Tamaulipas,México
A68813,Matamoros (Heróica Matamoros),Tamaulipas,México
A76177,Matamoros (Heróica Matamoros),Tamaulipas,México
A76531,Matamoros (Heróica Matamoros),Tamaulipas,México
A16364,Matamoros (Heróica Matamoros),Tamaulipas,México
A36309,Matamoros (Heróica Matamoros),Tamaulipas,México
A22319,Matamoros (Heróica Matamoros),Tamaulipas,México
A20573,Matamoros (Heróica Matamoros),Tamaulipas,México
A38228,Guadalupe,Nuevo León,México
A88524,Valle Hermoso,Tamaulipas,México
A52261,Valle Hermoso,Tamaulipas,México
A31510,Alianza,Tamaulipas,México
A41142,Matamoros (Heróica Matamoros),Tamaulipas,México
A34003,Valle Hermoso,Tamaulipas,México
A91443,Matamoros (Heróica Matamoros),Tamaulipas,México
A91610,Matamoros (Heróica Matamoros),Tamaulipas,México
A41917,Matamoros (Heróica Matamoros),Tamaulipas,México
A84202,Leonística,Tamaulipas,México
A84707,Matamoros (Heróica Matamoros),Tamaulipas,México
A94313,Matamoros (Heróica Matamoros),Tamaulipas,México
A32887,Matamoros (Heróica Matamoros),Tamaulipas,México
A32585,Monterrey,Nuevo León,México
A32713,Matamoros (Heróica Matamoros),Tamaulipas,México
A20914,Matamoros (Heróica Matamoros),Tamaulipas,México
A80577,Valle Hermoso,Tamaulipas,México
A82387,Matamoros (Heróica Matamoros),Tamaulipas,México
A65131,Matamoros (Heróica Matamoros),Tamaulipas,México
A67154,Matamoros (Heróica Matamoros),Tamaulipas,México
A65763,Matamoros (Heróica Matamoros),Tamaulipas,México
A50405,Matamoros (Heróica Matamoros),Tamaulipas,México
A80503,Matamoros (Heróica Matamoros),Tamaulipas,México
A17365,Valle Hermoso,Tamaulipas,México
A27822,Matamoros (Heróica Matamoros),Tamaulipas,México
A53161,Matamoros (Heróica Matamoros),Tamaulipas,México
A49868,Matamoros (Heróica Matamoros),Tamaulipas,México
A62498,Matamoros (Heróica Matamoros),Tamaulipas,México
A39220,Matamoros (Heróica Matamoros),Tamaulipas,México
A80940,Matamoros (Heróica Matamoros),Tamaulipas,México
A78340,Matamoros (Heróica Matamoros),Tamaulipas,México
A18414,General Escobedo,Nuevo León,México
A50937,Cuauhtémoc,Distrito Federal,México
A87496,Matamoros (Heróica Matamoros),Tamaulipas,México
A88383,Matamoros (Heróica Matamoros),Tamaulipas,México
A37311,Matamoros (Heróica Matamoros),Tamaulipas,México
A36412,Matamoros (Heróica Matamoros),Tamaulipas,México
A17170,Valle Hermoso,Tamaulipas,México
A32625,Matamoros (Heróica Matamoros),Tamaulipas,México
A52725,Matamoros (Heróica Matamoros),Tamaulipas,México
A57112,Matamoros (Heróica Matamoros),Tamaulipas,México
A38029,Matamoros (Heróica Matamoros),Tamaulipas,México
A66633,Matamoros (Heróica Matamoros),Tamaulipas,México
A26562,Matamoros (Heróica Matamoros),Tamaulipas,México
A87918,Matamoros (Heróica Matamoros),Tamaulipas,México
A77811,Valle Hermoso,Tamaulipas,México
A32919,Santa Apolonia 1,Tamaulipas,México
A54171,Matamoros (Heróica Matamoros),Tamaulipas,México
A82869,Matamoros (Heróica Matamoros),Tamaulipas,México
A91449,Matamoros (Heróica Matamoros),Tamaulipas,México
A39937,Matamoros (Heróica Matamoros),Tamaulipas,México
A94903,Brownsville,Texas,Estados Unidos de América
A41645,Tampico,Tamaulipas,México
A89710,Ciudad Mante,Tamaulipas,México
A26548,Valle Hermoso,Tamaulipas,México
A83774,Matamoros (Heróica Matamoros),Tamaulipas,México
A40827,San Pedro Garza García,Nuevo León,México
A84920,Torreón,Coahuila,México
A31285,Metepec,Estado de México,México
A51880,Toluca de Lerdo,Estado de México,México
A58698,San Nicolás de los Garza,Nuevo León,México
A66059,Atlacomulco de Fabela,Estado de México,México
A26158,Toluca de Lerdo,Estado de México,México
A90349,Toluca de Lerdo,Estado de México,México
A87084,Toluca de Lerdo,Estado de México,México
A36496,Toluca de Lerdo,Estado de México,México
A57081,Toluca de Lerdo,Estado de México,México
A83164,Toluca de Lerdo,Estado de México,México
A83229,Monterrey,Nuevo León,México
A85471,Toluca de Lerdo,Estado de México,México
A48509,Monterrey,Nuevo León,México
A48905,Huixquilucan de Degollado,Estado de México,México
A57595,Toluca de Lerdo,Estado de México,México
A34395,Valle de Bravo,Estado de México,México
A65792,San Pedro Garza García,Nuevo León,México
A68291,San Luis Potosí,San Luis Potosí,México
A44795,Metepec,Estado de México,México
A23704,Metepec,Estado de México,México
A57814,Toluca de Lerdo,Estado de México,México
A80257,Metepec,Estado de México,México
A92256,Toluca de Lerdo,Estado de México,México
A92321,Toluca de Lerdo,Estado de México,México
A52012,Toluca de Lerdo,Estado de México,México
A50371,Toluca de Lerdo,Estado de México,México
